schema	tiler.apple-numerical-behaviour/v4
case.macos.multiply_half.relaxed.O3.contract-off.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.relaxed.Os.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.relaxed.Os.contract-off.float_operations	fmul+reassoc+nsz+arcp+afn
case.macos.multiply_half.relaxed.Os.contract-off.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.runtime.fast.opt-default.applied_options	math=fast,fpfun=precise,lang=3.1,opt=default
case.macos.multiply_half.runtime.fast.opt-default.archived_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.runtime.fast.opt-default.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.runtime.fast.opt-default.fpfun-fast.applied_options	math=fast,fpfun=fast,lang=3.1,opt=default
case.macos.multiply_half.runtime.fast.opt-default.fpfun-fast.archived_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.runtime.fast.opt-default.fpfun-fast.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.runtime.fast.opt-size.applied_options	math=fast,fpfun=precise,lang=3.1,opt=size
case.macos.multiply_half.runtime.fast.opt-size.archived_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.runtime.fast.opt-size.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.runtime.fast.opt-size.fpfun-fast.applied_options	math=fast,fpfun=fast,lang=3.1,opt=size
case.macos.multiply_half.runtime.fast.opt-size.fpfun-fast.archived_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.runtime.fast.opt-size.fpfun-fast.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.runtime.relaxed.opt-default.applied_options	math=relaxed,fpfun=precise,lang=3.1,opt=default
case.macos.multiply_half.runtime.relaxed.opt-default.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.runtime.relaxed.opt-default.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.runtime.relaxed.opt-default.fpfun-fast.applied_options	math=relaxed,fpfun=fast,lang=3.1,opt=default
case.macos.multiply_half.runtime.relaxed.opt-default.fpfun-fast.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.runtime.relaxed.opt-default.fpfun-fast.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.runtime.relaxed.opt-size.applied_options	math=relaxed,fpfun=precise,lang=3.1,opt=size
case.macos.multiply_half.runtime.relaxed.opt-size.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.runtime.relaxed.opt-size.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.runtime.relaxed.opt-size.fpfun-fast.applied_options	math=relaxed,fpfun=fast,lang=3.1,opt=size
case.macos.multiply_half.runtime.relaxed.opt-size.fpfun-fast.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.runtime.relaxed.opt-size.fpfun-fast.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.runtime.safe.opt-default.applied_options	math=safe,fpfun=precise,lang=3.1,opt=default
case.macos.multiply_half.runtime.safe.opt-default.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.runtime.safe.opt-default.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.runtime.safe.opt-default.fpfun-fast.applied_options	math=safe,fpfun=fast,lang=3.1,opt=default
case.macos.multiply_half.runtime.safe.opt-default.fpfun-fast.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.runtime.safe.opt-default.fpfun-fast.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.runtime.safe.opt-size.applied_options	math=safe,fpfun=precise,lang=3.1,opt=size
case.macos.multiply_half.runtime.safe.opt-size.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.runtime.safe.opt-size.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.runtime.safe.opt-size.fpfun-fast.applied_options	math=safe,fpfun=fast,lang=3.1,opt=size
case.macos.multiply_half.runtime.safe.opt-size.fpfun-fast.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.runtime.safe.opt-size.fpfun-fast.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.safe.O0.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.safe.O0.contract-off.float_operations	fmul
case.macos.multiply_half.safe.O0.contract-off.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.safe.O1.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.safe.O1.contract-off.float_operations	fmul
case.macos.multiply_half.safe.O1.contract-off.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.safe.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.safe.O2.contract-off.float_operations	fmul
case.macos.multiply_half.safe.O2.contract-off.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.safe.O2.contract-off.fpfun-fast.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.safe.O2.contract-off.fpfun-fast.float_operations	fmul
case.macos.multiply_half.safe.O2.contract-off.fpfun-fast.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.safe.O3.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.safe.O3.contract-off.float_operations	fmul
case.macos.multiply_half.safe.O3.contract-off.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_half.safe.Os.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_half.safe.Os.contract-off.float_operations	fmul
case.macos.multiply_half.safe.Os.contract-off.results	00000000 00000000 00000000 00000000 80000000 80000000 3e397ef9 3f000000
case.macos.multiply_one.fast.O0.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.fast.O0.contract-off.float_operations	fmul+reassoc+nnan+ninf+nsz+arcp+afn
case.macos.multiply_one.fast.O0.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.fast.O1.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.fast.O1.contract-off.float_operations	
case.macos.multiply_one.fast.O1.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.fast.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.fast.O2.contract-off.float_operations	
case.macos.multiply_one.fast.O2.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.fast.O3.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.fast.O3.contract-off.float_operations	
case.macos.multiply_one.fast.O3.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.fast.Os.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.fast.Os.contract-off.float_operations	
case.macos.multiply_one.fast.Os.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.relaxed.O0.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.relaxed.O0.contract-off.float_operations	fmul+reassoc+nsz+arcp+afn
case.macos.multiply_one.relaxed.O0.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.relaxed.O1.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.relaxed.O1.contract-off.float_operations	
case.macos.multiply_one.relaxed.O1.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.relaxed.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.relaxed.O2.contract-off.float_operations	
case.macos.multiply_one.relaxed.O2.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.relaxed.O3.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.relaxed.O3.contract-off.float_operations	
case.macos.multiply_one.relaxed.O3.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.relaxed.Os.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.relaxed.Os.contract-off.float_operations	
case.macos.multiply_one.relaxed.Os.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.runtime.fast.opt-default.applied_options	math=fast,fpfun=precise,lang=3.1,opt=default
case.macos.multiply_one.runtime.fast.opt-default.archived_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.runtime.fast.opt-default.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.runtime.fast.opt-size.applied_options	math=fast,fpfun=precise,lang=3.1,opt=size
case.macos.multiply_one.runtime.fast.opt-size.archived_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.runtime.fast.opt-size.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.runtime.relaxed.opt-default.applied_options	math=relaxed,fpfun=precise,lang=3.1,opt=default
case.macos.multiply_one.runtime.relaxed.opt-default.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.runtime.relaxed.opt-default.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.runtime.relaxed.opt-size.applied_options	math=relaxed,fpfun=precise,lang=3.1,opt=size
case.macos.multiply_one.runtime.relaxed.opt-size.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.runtime.relaxed.opt-size.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.runtime.safe.opt-default.applied_options	math=safe,fpfun=precise,lang=3.1,opt=default
case.macos.multiply_one.runtime.safe.opt-default.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.runtime.safe.opt-default.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.runtime.safe.opt-size.applied_options	math=safe,fpfun=precise,lang=3.1,opt=size
case.macos.multiply_one.runtime.safe.opt-size.archived_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.runtime.safe.opt-size.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.safe.O0.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.safe.O0.contract-off.float_operations	fmul
case.macos.multiply_one.safe.O0.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.safe.O1.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.safe.O1.contract-off.float_operations	
case.macos.multiply_one.safe.O1.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.safe.O2.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.safe.O2.contract-off.float_operations	
case.macos.multiply_one.safe.O2.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.safe.O3.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.safe.O3.contract-off.float_operations	
case.macos.multiply_one.safe.O3.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_one.safe.Os.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_disable air.compile.framebuffer_fetch_enable
case.macos.multiply_one.safe.Os.contract-off.float_operations	
case.macos.multiply_one.safe.Os.contract-off.results	00000001 00400000 007fffff 00800000 80400000 80000000 3eb97ef9 3f800000
case.macos.multiply_two.fast.O0.contract-off.compile_options	air.compile.denorms_disable air.compile.fast_math_enable air.compile.framebuffer_fetch_enable
